30
1	3	double	1000	5.00
3	4	double	1000	1.30
1	7	double	1000	7.44
1	8	double	1000	6.91
7	9	double	1000	4.80
0	10	double	1000	6.35
1	10	double	1000	4.82
5	10	double	1000	6.80
0	11	double	1000	5.85
2	12	double	1000	7.37
12	13	double	1000	7.09
9	14	double	1000	11.16
2	15	double	1000	5.13
3	15	double	1000	4.02
6	15	double	1000	0.80
7	16	double	1000	1.66
14	16	double	1000	11.76
1	17	double	1000	6.50
9	17	double	1000	3.80
11	17	double	1000	7.41
12	17	double	1000	7.05
2	18	double	1000	5.29
4	18	double	1000	6.30
10	18	double	1000	5.38
8	19	double	1000	9.59
11	19	double	1000	0.61
13	19	double	1000	1.26
3	20	double	1000	10.94
4	21	double	1000	4.35
8	21	double	1000	8.39
12	21	double	1000	1.85
18	21	double	1000	2.93
2	22	double	1000	3.19
5	22	double	1000	10.13
8	22	double	1000	2.35
11	22	double	1000	7.88
3	23	double	1000	9.99
15	23	double	1000	7.21
16	23	double	1000	5.67
5	24	double	1000	0.98
14	24	double	1000	7.45
15	24	double	1000	5.31
17	24	double	1000	9.51
18	24	double	1000	4.68
21	24	double	1000	3.22
1	25	double	1000	9.84
9	25	double	1000	4.07
10	25	double	1000	8.66
18	25	double	1000	8.71
8	26	double	1000	5.92
9	26	double	1000	0.84
3	27	double	1000	11.08
9	27	double	1000	5.86
16	27	double	1000	2.78
18	27	double	1000	5.36
19	27	double	1000	9.34
13	28	double	1000	3.24
22	28	double	1000	5.27
18	29	double	1000	7.25
25	29	double	1000	3.11
