50
0	2	double	1000	7
1	4	double	1000	5
2	6	double	1000	2
7	9	double	1000	3
7	10	double	1000	2
9	10	double	1000	3
1	11	double	1000	5
7	11	double	1000	1
9	11	double	1000	3
10	11	double	1000	2
7	13	double	1000	1
10	13	double	1000	2
11	13	double	1000	2
7	14	double	1000	8
9	15	double	1000	2
11	15	double	1000	2
3	16	double	1000	5
8	16	double	1000	4
1	17	double	1000	3
9	17	double	1000	4
13	17	double	1000	4
15	17	double	1000	2
8	18	double	1000	2
5	19	double	1000	4
6	20	double	1000	3
14	20	double	1000	3
16	21	double	1000	4
20	21	double	1000	2
1	22	double	1000	3
2	22	double	1000	4
4	22	double	1000	5
9	22	double	1000	3
17	22	double	1000	5
3	23	double	1000	2
0	24	double	1000	5
18	24	double	1000	4
2	25	double	1000	5
5	25	double	1000	5
6	25	double	1000	5
7	25	double	1000	5
9	25	double	1000	4
19	25	double	1000	2
6	26	double	1000	6
8	26	double	1000	3
14	26	double	1000	9
18	26	double	1000	2
24	26	double	1000	3
16	28	double	1000	3
20	28	double	1000	3
24	28	double	1000	5
19	29	double	1000	2
25	29	double	1000	4
27	29	double	1000	2
19	30	double	1000	4
2	31	double	1000	4
4	31	double	1000	3
20	32	double	1000	2
28	32	double	1000	4
30	32	double	1000	9
0	33	double	1000	6
1	33	double	1000	5
18	33	double	1000	8
1	34	double	1000	3
12	34	double	1000	3
17	34	double	1000	2
31	35	double	1000	6
32	35	double	1000	4
10	36	double	1000	1
11	36	double	1000	2
17	36	double	1000	2
2	37	double	1000	2
4	37	double	1000	4
6	37	double	1000	4
22	37	double	1000	3
33	37	double	1000	2
34	37	double	1000	7
4	38	double	1000	2
22	38	double	1000	5
23	38	double	1000	3
33	38	double	1000	3
10	39	double	1000	1
11	39	double	1000	1
15	39	double	1000	3
25	39	double	1000	6
29	39	double	1000	7
36	39	double	1000	1
16	40	double	1000	5
23	40	double	1000	3
31	40	double	1000	3
38	40	double	1000	2
2	41	double	1000	4
6	41	double	1000	2
8	41	double	1000	4
16	41	double	1000	2
35	41	double	1000	4
6	42	double	1000	1
32	42	double	1000	4
41	42	double	1000	3
10	43	double	1000	4
34	43	double	1000	1
13	44	double	1000	2
19	44	double	1000	3
10	45	double	1000	3
13	45	double	1000	1
39	45	double	1000	2
5	46	double	1000	2
7	46	double	1000	3
19	46	double	1000	3
27	46	double	1000	4
29	46	double	1000	4
43	46	double	1000	7
44	46	double	1000	1
15	47	double	1000	6
19	47	double	1000	1
27	47	double	1000	3
1	48	double	1000	4
10	48	double	1000	2
15	48	double	1000	2
32	48	double	1000	12
36	48	double	1000	2
1	49	double	1000	4
4	49	double	1000	6
