32
0	1	double	2000	290
0	2	double	2000	927
1	2	double	2000	799
1	8	double	2000	1002
1	9	double	2000	1092
2	3	double	2000	368
2	4	double	2000	721
2	10	double	2000	1664
3	4	double	2000	478
4	5	double	2000	440
4	6	double	2000	744
4	15	double	2000	1135
5	12	double	2000	765
5	16	double	2000	636
6	8	double	2000	330
6	12	double	2000	708
7	8	double	2000	336
7	10	double	2000	656
8	13	double	2000	508
9	10	double	2000	399
9	17	double	2000	378
10	11	double	2000	353
10	13	double	2000	848
10	18	double	2000	326
11	14	double	2000	324
12	13	double	2000	475
12	16	double	2000	646
13	14	double	2000	379
13	15	double	2000	784
13	25	double	2000	683
14	19	double	2000	557
15	16	double	2000	319
15	30	double	2000	655
17	18	double	2000	345
17	20	double	2000	505
18	19	double	2000	353
18	23	double	2000	357
19	25	double	2000	614
20	21	double	2000	264
21	22	double	2000	259
21	23	double	2000	214
22	24	double	2000	538
23	24	double	2000	385
23	26	double	2000	638
24	26	double	2000	413
24	28	double	2000	857
25	26	double	2000	343
25	30	double	2000	697
26	27	double	2000	700
27	28	double	2000	364
27	29	double	2000	385
27	30	double	2000	430
29	31	double	2000	428
30	31	double	2000	320
