0	21	17	40	0	5550	145
1	7	31	50	9	466	115
2	18	6	30	18	1946	149
3	18	6	40	27	398	130
4	7	31	30	36	8547	147
5	4	23	10	45	19085	108
6	18	6	30	54	9422	121
7	7	31	30	63	1597	117
8	1	29	40	72	5210	130
9	18	6	30	81	10	104
10	1	29	20	90	4310	114
11	7	31	40	99	11505	104
12	18	6	10	108	276	116
13	21	17	20	117	386	129
14	18	6	10	126	3587	106
15	4	23	50	135	804	115
16	4	23	50	144	9278	135
17	21	17	10	153	5590	113
18	21	17	30	162	995	155
19	18	6	50	171	5316	118
20	18	6	10	180	4480	114
21	4	23	10	189	1602	139
22	18	6	50	198	10313	131
23	4	23	10	207	4129	151
24	18	6	10	216	9093	102
25	7	31	30	225	3063	106
26	4	23	30	234	159	116
27	4	23	30	243	3582	147
28	7	31	20	252	10894	121
29	21	17	10	261	327	110
30	21	17	10	270	5583	102
31	21	17	10	279	1654	134
32	7	31	20	288	3899	120
33	4	23	20	297	7229	127
34	21	17	10	306	1995	117
35	18	6	40	315	1925	101
36	4	23	30	324	1560	145
37	7	31	20	333	5569	124
38	4	23	40	342	2689	118
39	7	31	50	351	4430	123
40	21	17	40	360	4655	143
41	4	23	50	369	6754	115
42	4	23	40	378	577	105
43	18	6	50	387	2114	140
44	21	17	40	400	605	101
45	21	17	50	408	546	135
46	18	6	40	416	1882	107
47	18	6	30	424	1988	130
48	21	17	10	432	7641	137
49	18	6	10	440	576	113
50	4	23	10	448	2923	125
51	7	31	20	456	3368	132
52	7	31	20	464	426	141
53	4	23	50	472	137	137
54	7	31	30	480	642	146
55	18	6	30	488	2180	105
56	18	6	50	496	822	139
57	21	17	20	504	5410	154
58	1	29	30	512	881	127
59	1	29	10	520	1704	141
60	21	17	30	528	12177	147
61	21	17	50	536	1504	130
62	1	29	10	544	2009	152
63	18	6	40	552	4193	120
64	4	23	20	560	1152	102
65	1	29	20	568	1548	136
66	21	17	30	576	1547	139
67	21	17	40	584	1049	145
68	1	29	10	592	4808	111
69	1	29	30	600	943	105
70	21	17	20	608	7838	126
71	7	31	40	616	650	110
72	4	23	30	624	1222	150
73	18	6	40	632	3200	131
74	18	6	20	640	194	130
75	21	17	10	648	7822	155
76	1	29	30	656	871	133
77	21	17	50	664	2881	147
78	7	31	30	672	2799	150
79	18	6	20	680	5866	123
80	18	6	40	688	695	154
81	1	29	10	696	4170	141
82	7	31	20	704	5382	109
83	18	6	10	712	6441	107
84	18	6	10	720	3285	140
85	1	29	50	728	809	126
86	18	6	50	736	1084	148
87	18	6	20	744	3556	139
88	21	17	40	752	4652	136
89	7	31	40	760	14366	111
90	21	17	40	800	873	117
91	7	31	10	811	3485	147
92	7	31	40	822	3226	152
93	4	23	30	833	615	133
94	7	31	20	844	5053	131
95	1	29	40	855	1874	112
96	4	23	40	866	2181	119
97	1	29	10	877	2653	141
98	7	31	40	888	699	137
99	7	31	20	899	6848	120
100	1	29	30	910	6576	151
101	4	23	50	921	624	118
102	18	6	20	932	4713	118
103	21	17	40	943	4107	132
104	4	23	40	954	1286	143
105	21	17	20	965	1837	114
106	18	6	50	976	1460	137
107	18	6	30	987	3198	109
108	1	29	40	998	17142	106
109	7	31	30	1009	1369	147
110	1	29	50	1020	1017	128
111	18	6	10	1031	4464	148
112	1	29	50	1042	1087	104
113	7	31	20	1053	2238	104
114	7	31	30	1064	829	142
115	7	31	30	1075	1454	105
116	1	29	40	1086	3412	121
117	7	31	50	1097	3612	144
118	21	17	30	1108	374	135
119	4	23	30	1119	277	131
120	21	17	30	1130	348	143
121	4	23	10	1141	5265	100
122	21	17	10	1152	3135	108
123	4	23	20	1163	5192	155
124	1	29	40	1174	55	143
125	18	6	20	1200	1299	134
126	21	17	10	1211	3630	114
127	1	29	50	1222	515	117
128	4	23	20	1233	7168	155
129	18	6	30	1244	4475	117
130	18	6	30	1255	2306	136
131	21	17	30	1266	4962	148
132	18	6	20	1277	1742	109
133	1	29	20	1288	4606	129
134	18	6	50	1299	13134	127
135	21	17	50	1310	60	136
136	21	17	40	1321	12427	123
137	21	17	40	1332	411	132
138	21	17	30	1343	2978	119
139	4	23	40	1354	852	126
140	7	31	10	1365	8391	145
141	21	17	20	1376	4645	138
142	1	29	30	1387	3692	132
143	1	29	20	1398	2027	145
144	4	23	50	1409	5510	139
145	4	23	40	1420	2966	124
146	4	23	20	1431	1683	143
147	21	17	30	1442	534	147
148	7	31	10	1453	12420	146
149	1	29	50	1464	2126	125
150	21	17	10	1475	6443	147
151	7	31	40	1486	6986	130
152	18	6	30	1497	2014	105
153	1	29	10	1508	391	106
154	7	31	40	1519	5327	133
155	4	23	20	1530	311	151
156	4	23	50	1541	3677	110
157	21	17	10	1552	13442	119
158	7	31	50	1563	3955	145
159	1	29	30	1574	24160	109
160	21	17	20	1585	5909	100
161	18	6	50	1600	818	119
162	21	17	10	1608	5051	110
163	21	17	10	1616	1500	145
164	4	23	10	1624	7634	110
165	18	6	20	1632	2884	136
166	1	29	40	1640	1538	139
167	1	29	40	1648	3231	130
168	4	23	30	1656	2509	133
169	7	31	40	1664	756	106
170	21	17	50	1672	1720	138
171	18	6	50	1680	2586	144
172	21	17	30	1688	288	124
173	4	23	40	1696	9107	109
174	21	17	20	1704	841	141
175	1	29	20	1712	2020	104
176	4	23	30	1720	553	124
177	21	17	40	1728	630	118
178	21	17	30	1736	15476	115
179	4	23	50	1744	2694	118
180	7	31	50	1752	10863	147
181	21	17	30	1760	2550	122
182	18	6	40	1768	724	127
183	4	23	30	1776	2185	129
184	18	6	30	1784	8257	126
185	4	23	40	1792	3792	106
186	7	31	10	1800	1514	142
187	1	29	10	1808	1203	102
188	18	6	30	1816	11812	152
189	7	31	30	1824	8742	131
190	4	23	50	1832	2136	126
191	1	29	30	1840	18410	103
192	1	29	40	1848	2537	143
193	7	31	50	1856	2998	110
194	4	23	30	1864	2179	126
195	4	23	10	1872	4713	125
196	1	29	10	1880	13992	128
197	18	6	30	1888	1369	143
198	7	31	20	1896	3157	135
199	18	6	30	1904	1066	103
200	4	23	10	1912	914	141
201	4	23	40	1920	6231	112
202	4	23	10	1928	4305	114
203	1	29	30	1936	6108	139
204	1	29	50	1944	259	142
205	4	23	10	1952	1566	102
206	21	17	10	1960	5643	105
207	7	31	40	1968	2758	152
208	18	6	40	1976	9353	120
209	7	31	30	1984	1658	128
210	1	29	40	1992	11657	127
211	4	23	10	2000	2431	147
212	21	17	30	2010	17119	103
213	1	29	10	2020	593	126
214	4	23	30	2030	263	117
215	21	17	40	2040	1428	134
216	21	17	20	2050	78	147
217	18	6	40	2060	1405	136
218	4	23	40	2070	2317	118
219	21	17	20	2080	1093	104
220	4	23	20	2090	885	149
221	21	17	30	2100	245	137
222	7	31	10	2110	3729	134
223	21	17	50	2120	3454	102
224	1	29	40	2130	5684	136
225	21	17	20	2140	1782	135
226	18	6	20	2150	25	101
227	1	29	40	2160	3124	114
228	1	29	20	2170	2594	139
229	18	6	20	2180	2753	115
230	21	17	10	2190	2226	131
231	1	29	10	2200	7312	137
232	18	6	30	2210	3664	139
233	7	31	50	2220	5467	112
234	1	29	50	2230	1346	133
235	1	29	20	2240	623	134
236	4	23	30	2250	6690	108
237	18	6	20	2260	1930	143
238	18	6	30	2270	1773	143
239	21	17	30	2280	3185	123
240	7	31	30	2290	7765	100
241	21	17	20	2300	6792	146
242	7	31	30	2310	1762	137
243	7	31	50	2320	3749	123
244	7	31	50	2330	11377	104
245	1	29	40	2340	12712	134
246	1	29	50	2350	15	100
247	21	17	40	2360	1612	116
248	1	29	20	2400	2492	149
249	4	23	40	2409	510	147
250	4	23	50	2418	4468	134
251	7	31	20	2427	4477	148
252	7	31	50	2436	7591	124
253	7	31	50	2445	1465	131
254	7	31	20	2454	144	110
255	4	23	30	2463	625	104
256	7	31	30	2472	808	134
257	4	23	20	2481	336	112
258	21	17	40	2490	98	103
259	18	6	30	2499	4858	107
260	18	6	40	2508	1528	100
261	7	31	30	2517	963	147
262	7	31	30	2526	84	112
263	1	29	30	2535	2083	104
264	7	31	30	2544	9752	152
265	21	17	30	2553	450	146
266	18	6	40	2562	7738	108
267	1	29	40	2571	1103	146
268	21	17	10	2580	7644	149
269	18	6	10	2589	10068	138
270	4	23	20	2598	2678	126
271	7	31	50	2607	4049	103
272	21	17	10	2616	11124	149
273	7	31	10	2625	8857	151
274	1	29	50	2634	1929	103
275	4	23	50	2643	1923	102
276	18	6	10	2652	4859	155
277	1	29	20	2661	24912	110
278	1	29	50	2670	4048	153
279	1	29	10	2679	6442	101
280	7	31	20	2688	1759	135
281	18	6	30	2697	4491	141
282	21	17	20	2706	326	121
283	4	23	30	2715	1769	147
284	7	31	30	2724	6967	137
285	18	6	40	2733	5597	139
286	18	6	20	2742	18095	112
287	4	23	30	2751	1388	107
288	21	17	40	2760	4947	102
289	7	31	20	2769	607	129
290	4	23	50	2778	13015	100
291	21	17	20	2800	5260	152
292	18	6	30	2809	1775	140
293	1	29	50	2818	4257	135
294	4	23	40	2827	1052	123
295	21	17	50	2836	4114	109
296	1	29	50	2845	6358	134
297	7	31	50	2854	12011	133
298	21	17	30	2863	4758	126
299	7	31	30	2872	7215	114
300	7	31	10	2881	434	126
301	1	29	20	2890	5754	109
302	1	29	30	2899	2613	122
303	21	17	10	2908	3144	110
304	1	29	30	2917	3994	121
305	7	31	50	2926	147	130
306	7	31	20	2935	5319	155
307	1	29	40	2944	12809	129
308	7	31	50	2953	10310	127
309	18	6	20	2962	4241	107
310	1	29	30	2971	2330	104
311	4	23	10	2980	818	123
312	4	23	20	2989	2348	114
313	7	31	40	2998	1014	101
314	4	23	20	3007	1706	128
315	21	17	10	3016	4120	115
316	21	17	10	3025	583	126
317	18	6	50	3034	4356	121
318	18	6	10	3043	3480	122
319	4	23	40	3052	694	113
320	7	31	20	3061	499	133
321	7	31	10	3070	3304	100
322	1	29	50	3079	3031	144
323	18	6	40	3088	4967	120
324	21	17	20	3097	12675	138
325	4	23	10	3106	5651	130
326	18	6	30	3115	1303	119
327	21	17	10	3124	1330	113
328	1	29	20	3133	4308	127
329	18	6	50	3142	5390	150
330	18	6	50	3151	3524	124
331	4	23	10	3160	5591	122
332	18	6	40	3200	1440	140
333	4	23	30	3210	6462	139
334	18	6	10	3220	4781	131
335	4	23	10	3230	3596	125
336	18	6	50	3240	866	118
337	1	29	10	3250	3053	111
338	4	23	10	3260	5176	125
339	1	29	30	3270	6217	107
340	4	23	30	3280	71	139
341	18	6	30	3290	121	139
342	21	17	30	3300	1843	135
343	7	31	20	3310	230	151
344	4	23	50	3320	4806	124
345	21	17	40	3330	5990	132
346	4	23	50	3340	1355	137
347	7	31	40	3350	577	138
348	4	23	40	3360	1470	106
349	7	31	30	3370	3550	107
350	1	29	40	3380	2827	138
351	21	17	10	3390	568	112
352	4	23	50	3400	1843	110
353	4	23	50	3410	3073	113
354	1	29	20	3420	5063	137
355	1	29	50	3430	3110	125
356	21	17	30	3440	1053	120
357	21	17	50	3450	5854	102
358	21	17	50	3460	3532	127
359	7	31	30	3470	8320	147
360	4	23	30	3480	5674	110
361	21	17	10	3490	2409	141
362	21	17	20	3500	1426	101
363	18	6	50	3510	812	133
364	21	17	20	3520	281	138
365	7	31	20	3530	4668	138
366	18	6	20	3540	8570	139
367	1	29	50	3550	4118	131
368	18	6	40	3560	2991	126
369	1	29	20	3600	5614	102
370	7	31	10	3612	2377	152
371	7	31	10	3624	3683	115
372	7	31	40	3636	11096	151
373	18	6	30	3648	6289	114
374	21	17	10	3660	611	129
375	18	6	40	3672	366	149
376	21	17	40	3684	858	120
377	4	23	30	3696	2579	149
378	7	31	50	3708	47	152
379	21	17	30	3720	801	105
380	21	17	10	3732	2533	148
381	7	31	40	3744	620	136
382	18	6	30	3756	14809	107
383	4	23	40	3768	294	119
384	1	29	20	3780	1062	111
385	18	6	50	3792	2414	111
386	1	29	10	3804	1935	111
387	21	17	50	3816	5812	127
388	18	6	10	3828	347	101
389	18	6	10	3840	682	105
390	7	31	30	3852	1795	104
391	4	23	10	3864	2222	115
392	18	6	20	3876	11778	139
393	21	17	30	3888	7609	134
394	4	23	10	3900	124	153
395	7	31	30	3912	3331	154
396	4	23	20	3924	5235	138
397	4	23	30	3936	819	102
398	7	31	50	3948	17704	112
399	21	17	30	3960	42	141
400	7	31	30	4000	8964	149
401	4	23	50	4010	4137	106
402	18	6	10	4020	3743	112
403	4	23	30	4030	3224	104
404	1	29	20	4040	604	111
405	18	6	40	4050	9414	123
406	18	6	20	4060	867	117
407	18	6	30	4070	3439	151
408	4	23	40	4080	2006	139
409	21	17	40	4090	3982	144
410	1	29	10	4100	1707	104
411	4	23	50	4110	5645	127
412	1	29	50	4120	5654	106
413	1	29	30	4130	2075	121
414	7	31	20	4140	2083	155
415	7	31	40	4150	3809	130
416	4	23	30	4160	2594	134
417	4	23	30	4170	1039	137
418	18	6	40	4180	12026	122
419	4	23	30	4190	3816	127
420	4	23	10	4200	1455	126
421	18	6	20	4210	495	112
422	7	31	40	4220	3280	129
423	21	17	30	4230	1847	120
424	18	6	40	4240	1994	153
425	1	29	10	4250	88	136
426	4	23	40	4260	4250	131
427	7	31	10	4270	363	117
428	7	31	20	4280	5737	117
429	18	6	40	4290	3436	131
430	21	17	30	4300	1770	110
431	18	6	10	4310	31	118
432	7	31	40	4320	2671	137
433	7	31	30	4330	5	110
434	1	29	10	4340	1358	112
435	18	6	20	4350	6963	142
436	4	23	40	4360	3071	123
437	21	17	50	4370	2192	103
438	4	23	30	4400	10685	108
439	7	31	30	4410	1592	143
440	1	29	30	4420	1194	150
441	21	17	40	4430	6578	116
442	18	6	10	4440	1858	143
443	4	23	30	4450	2411	113
444	1	29	10	4460	6629	101
445	18	6	40	4470	3719	133
446	18	6	20	4480	4428	109
447	18	6	50	4490	3127	118
448	18	6	20	4500	2354	134
449	21	17	30	4510	2154	122
450	1	29	50	4520	368	120
451	1	29	40	4530	2780	100
452	18	6	50	4540	1070	135
453	18	6	30	4550	1868	140
454	18	6	20	4560	4888	114
455	4	23	10	4570	6005	137
456	21	17	10	4580	354	132
457	18	6	30	4590	1086	148
458	1	29	50	4600	700	106
459	21	17	20	4610	503	130
460	21	17	50	4620	1153	148
461	4	23	10	4630	457	155
462	4	23	20	4640	6749	134
463	18	6	10	4650	6816	108
464	21	17	10	4660	1274	133
465	7	31	10	4670	1660	142
466	7	31	20	4680	1253	146
467	18	6	30	4690	5632	151
468	21	17	20	4700	497	108
469	18	6	10	4710	3482	113
470	18	6	10	4720	325	106
471	7	31	30	4730	227	131
472	21	17	10	4740	1415	128
473	4	23	10	4750	3893	135
474	4	23	10	4760	1764	133
475	7	31	30	4770	2758	110
476	1	29	20	4780	5463	124
477	1	29	10	4800	452	115
478	7	31	30	4809	3288	119
479	1	29	50	4818	6192	120
480	21	17	40	4827	1737	127
481	18	6	50	4836	474	113
482	4	23	50	4845	4108	138
483	7	31	50	4854	1693	150
484	1	29	40	4863	2680	111
485	21	17	40	4872	7769	110
486	1	29	20	4881	5931	139
487	4	23	20	4890	484	152
488	4	23	10	4899	1403	151
489	7	31	50	4908	2859	131
490	4	23	10	4917	5385	109
491	1	29	10	4926	1415	130
492	7	31	10	4935	1211	152
493	4	23	10	4944	6696	134
494	21	17	40	4953	324	151
495	4	23	20	4962	650	150
496	18	6	30	4971	19276	138
497	1	29	10	4980	3226	134
498	4	23	20	4989	793	136
499	4	23	50	4998	2536	114
500	4	23	30	5007	1640	142
501	21	17	50	5016	9819	113
502	18	6	30	5025	2217	109
503	21	17	20	5034	7967	121
504	7	31	20	5043	1651	116
505	4	23	20	5052	133	144
506	1	29	30	5061	907	127
507	21	17	40	5070	3793	100
508	7	31	20	5079	66	107
509	7	31	50	5088	928	103
510	18	6	50	5097	131	112
511	7	31	50	5106	15258	116
512	4	23	50	5115	4525	129
513	1	29	50	5124	1869	141
514	1	29	40	5133	5808	102
515	7	31	10	5142	596	134
516	21	17	20	5151	2510	117
517	21	17	20	5160	2537	139
518	1	29	30	5169	1599	153
519	1	29	30	5200	2152	122
520	7	31	40	5208	3345	103
521	18	6	10	5216	673	150
522	21	17	20	5224	2460	100
523	1	29	30	5232	3727	133
524	21	17	50	5240	7368	103
525	1	29	10	5248	6058	131
526	21	17	30	5256	6319	134
527	4	23	10	5264	2658	150
528	4	23	30	5272	3143	139
529	21	17	40	5280	925	138
530	18	6	10	5288	2822	128
531	21	17	10	5296	849	145
532	4	23	40	5304	10467	135
533	18	6	30	5312	381	104
534	7	31	30	5320	2398	133
535	21	17	50	5328	2306	113
536	21	17	20	5336	4638	103
537	7	31	40	5344	6027	116
538	21	17	30	5352	27	134
539	7	31	20	5360	2432	122
540	21	17	20	5368	4241	138
541	18	6	40	5376	699	139
542	7	31	50	5384	410	144
543	7	31	20	5392	371	147
544	18	6	10	5400	2603	118
545	7	31	20	5408	5739	148
546	4	23	10	5416	3877	101
547	7	31	20	5424	8752	110
548	4	23	30	5432	191	132
549	18	6	30	5440	11207	116
550	7	31	10	5448	4606	132
551	4	23	10	5456	2953	154
552	21	17	30	5464	1014	137
553	4	23	50	5472	5770	113
554	7	31	10	5480	9328	111
555	1	29	20	5488	800	148
556	21	17	30	5496	2425	113
557	18	6	10	5504	6845	131
558	21	17	20	5512	89	118
559	7	31	20	5520	3267	140
560	4	23	50	5528	1091	110
561	7	31	30	5536	5056	133
562	18	6	10	5544	282	116
563	7	31	40	5552	6639	124
564	18	6	50	5560	4829	131
565	4	23	40	5568	7358	123
566	1	29	10	5576	209	137
567	18	6	20	5600	3532	125
568	4	23	20	5610	10224	108
569	1	29	40	5620	1587	144
570	7	31	40	5630	2407	131
571	1	29	40	5640	4655	100
572	21	17	40	5650	2486	105
573	18	6	10	5660	8288	131
574	18	6	20	5670	5751	140
575	4	23	10	5680	2085	120
576	4	23	20	5690	236	105
577	18	6	10	5700	1853	108
578	7	31	20	5710	546	115
579	1	29	30	5720	332	111
580	4	23	50	5730	694	130
581	18	6	20	5740	9463	123
582	21	17	40	5750	2310	118
583	18	6	10	5760	3715	123
584	18	6	40	5770	2958	105
585	21	17	50	5780	16565	129
586	21	17	30	5790	13682	108
587	1	29	50	5800	712	121
588	7	31	30	5810	832	149
589	4	23	10	5820	1256	140
590	21	17	30	5830	16446	100
591	7	31	20	5840	8069	128
592	7	31	20	5850	5648	154
593	18	6	20	5860	2381	150
594	18	6	30	5870	977	112
595	1	29	50	5880	11005	104
596	21	17	30	5890	386	122
597	1	29	10	5900	1357	119
598	4	23	30	5910	1961	116
599	21	17	20	5920	4056	151
600	7	31	10	5930	4963	110
601	18	6	40	5940	139	132
602	18	6	50	5950	13465	102
603	18	6	40	5960	5077	143
604	7	31	40	5970	2670	141
605	4	23	20	5980	22249	132
606	7	31	20	5990	244	149
607	4	23	30	6000	1722	106
608	18	6	40	6008	4	129
609	18	6	50	6016	2745	147
610	7	31	10	6024	529	143
611	7	31	20	6032	350	105
612	7	31	40	6040	4705	116
613	21	17	50	6048	11415	106
614	1	29	20	6056	2035	109
615	1	29	30	6064	1618	142
616	7	31	40	6072	1306	115
617	1	29	10	6080	2489	148
618	4	23	50	6088	1353	119
619	4	23	50	6096	5047	101
620	4	23	10	6104	8280	114
621	1	29	20	6112	8747	115
622	4	23	50	6120	2033	131
623	21	17	20	6128	4231	123
624	1	29	20	6136	1686	144
625	1	29	30	6144	3519	102
626	18	6	30	6152	10715	102
627	4	23	20	6160	57	110
628	1	29	40	6168	4283	119
629	1	29	20	6176	7004	135
630	4	23	40	6184	1508	153
631	4	23	10	6192	5872	141
632	7	31	40	6200	16322	148
633	7	31	10	6208	2697	120
634	4	23	30	6216	1840	100
635	18	6	20	6224	535	154
636	1	29	30	6232	11296	121
637	4	23	10	6240	5089	131
638	4	23	20	6248	501	137
639	21	17	20	6256	2991	129
640	1	29	30	6264	10350	136
641	18	6	10	6272	3843	102
642	7	31	10	6280	707	148
643	18	6	30	6288	4702	101
644	7	31	50	6296	629	153
645	18	6	10	6304	9199	151
646	1	29	40	6312	771	111
647	21	17	30	6320	6727	147
648	18	6	10	6328	204	140
649	1	29	50	6336	8618	125
650	4	23	10	6344	4285	145
651	7	31	20	6352	3964	130
652	7	31	20	6360	2	100
653	1	29	30	6368	4444	114
654	4	23	10	6376	5766	136
655	4	23	50	6400	6929	150
656	7	31	40	6410	4038	100
657	18	6	30	6420	1499	134
658	1	29	30	6430	1880	154
659	7	31	20	6440	9287	138
660	1	29	50	6450	267	129
661	18	6	50	6460	184	138
662	4	23	50	6470	4717	143
663	18	6	20	6480	768	149
664	7	31	20	6490	805	150
665	18	6	10	6500	1750	102
666	21	17	30	6510	424	112
667	21	17	40	6520	898	152
668	4	23	20	6530	3409	106
669	7	31	50	6540	1278	111
670	21	17	10	6550	1990	120
671	18	6	40	6560	3273	139
672	4	23	50	6570	1695	110
673	4	23	30	6580	5717	145
674	18	6	20	6590	6282	120
675	1	29	10	6600	1184	112
676	18	6	10	6610	5173	123
677	18	6	30	6620	4913	130
678	1	29	20	6630	2831	126
679	21	17	10	6640	2349	149
680	21	17	50	6650	2109	146
681	4	23	10	6660	499	110
682	1	29	20	6670	13321	126
683	1	29	40	6680	5935	149
684	4	23	20	6690	740	145
685	7	31	30	6700	4625	123
686	7	31	40	6710	5862	140
687	7	31	20	6720	1497	133
688	1	29	50	6730	5194	139
689	21	17	40	6740	3155	105
690	4	23	30	6750	2690	154
691	21	17	50	6760	3955	142
692	18	6	40	6770	1691	132
693	21	17	10	6780	973	155
694	21	17	30	6790	2477	155
695	21	17	40	6800	8470	153
696	21	17	20	6808	10355	115
697	4	23	40	6816	17477	155
698	4	23	20	6824	2844	107
699	4	23	40	6832	6264	151
700	18	6	30	6840	6417	138
701	1	29	50	6848	14644	115
702	4	23	10	6856	1099	140
703	7	31	20	6864	5991	129
704	1	29	50	6872	2709	104
705	18	6	30	6880	415	105
706	18	6	30	6888	1332	119
707	1	29	40	6896	1097	110
708	7	31	10	6904	8437	150
709	4	23	10	6912	2829	124
710	1	29	40	6920	410	127
711	4	23	20	6928	10546	126
712	1	29	20	6936	6545	108
713	18	6	20	6944	10680	104
714	7	31	30	6952	2709	147
715	7	31	50	6960	11781	118
716	1	29	40	6968	337	112
717	4	23	10	6976	10068	149
718	7	31	10	6984	23	103
719	1	29	50	6992	2748	126
720	4	23	30	7000	3520	117
721	18	6	20	7008	6213	135
722	7	31	50	7016	2569	112
723	4	23	40	7024	113	100
724	1	29	20	7032	6127	112
725	1	29	10	7040	5776	134
726	21	17	10	7048	963	107
727	7	31	50	7056	554	111
728	7	31	10	7064	1419	145
729	18	6	40	7072	9740	122
730	1	29	50	7080	1610	153
731	21	17	30	7088	5362	124
732	7	31	20	7096	883	122
733	7	31	30	7104	5037	131
734	7	31	30	7112	4145	111
735	21	17	50	7120	2287	131
736	21	17	50	7128	8381	126
737	4	23	50	7136	832	152
738	21	17	50	7144	1320	144
739	18	6	40	7152	291	139
740	4	23	50	7160	2056	103
741	7	31	10	7200	3011	129
742	21	17	10	7208	2274	139
743	7	31	40	7216	993	115
744	7	31	50	7224	2378	134
745	1	29	20	7232	3295	127
746	7	31	40	7240	6919	134
747	1	29	20	7248	2137	127
748	18	6	30	7256	5147	107
749	18	6	30	7264	2889	136
750	21	17	50	7272	6412	141
751	4	23	10	7280	22	121
752	21	17	30	7288	15958	151
753	4	23	20	7296	47	136
754	1	29	20	7304	921	133
755	1	29	20	7312	42	102
756	4	23	10	7320	2774	102
757	21	17	30	7328	955	140
758	4	23	50	7336	19570	116
759	1	29	40	7344	5207	126
760	18	6	30	7352	8636	154
761	4	23	40	7360	668	108
762	18	6	40	7368	11339	120
763	4	23	30	7376	13557	127
764	18	6	20	7384	772	126
765	18	6	10	7392	1780	103
766	21	17	50	7400	5239	104
767	4	23	40	7408	373	132
768	4	23	40	7416	1344	149
769	7	31	30	7424	232	116
770	7	31	50	7432	292	148
771	7	31	50	7440	8942	115
772	4	23	10	7448	4065	105
773	18	6	30	7456	10970	120
774	4	23	50	7464	399	123
775	7	31	20	7472	231	143
